epoch,step,train_loss
49,49,0.8882796764373779
99,99,0.8941026329994202
149,149,0.2981390655040741
199,199,0.922447919845581
249,249,0.5761507153511047
299,299,1.1566269397735596
349,349,0.6100644469261169
399,399,1.2736698389053345
449,449,0.5276308059692383
499,499,1.6621179580688477
549,549,0.5844668745994568
599,599,1.7676035165786743
649,649,0.5847451686859131
699,699,0.5896511077880859
749,749,0.40218472480773926
799,799,0.3986918032169342
849,849,0.20498254895210266
899,899,1.9791982173919678
949,949,0.34501829743385315
999,999,2.4212684631347656
1049,1049,0.47066235542297363
1099,1099,0.869015634059906
1149,1149,0.5869815349578857
1199,1199,1.3956378698349
1249,1249,0.9215602874755859
1299,1299,0.2897442579269409
1349,1349,0.5988301038742065
1399,1399,0.7761721611022949
1449,1449,0.20967382192611694
1499,1499,0.2409028261899948
1549,1549,0.3329457938671112
1599,1599,0.3708305358886719
1649,1649,1.3275136947631836
1699,1699,1.0432624816894531
1749,1749,0.2734212577342987
1799,1799,1.5157363414764404
1849,1849,0.37022778391838074
1899,1899,1.005497694015503
1949,1949,0.33599504828453064
1999,1999,2.8757927417755127
2049,2049,1.0270251035690308
2099,2099,0.40011996030807495
2149,2149,0.3150009214878082
2199,2199,0.22964736819267273
2249,2249,0.9537134170532227
2299,2299,0.36239609122276306
2349,2349,1.299424171447754
2399,2399,0.3446960151195526
2449,2449,1.0887744426727295
2499,2499,0.68343186378479
2549,2549,0.562645435333252
2599,2599,0.4937077462673187
2649,2649,1.4702558517456055
2699,2699,1.1802412271499634
2749,2749,0.6647462844848633
2799,2799,0.7118334770202637
2849,2849,1.3727072477340698
2899,2899,1.0854190587997437
2949,2949,0.8930149078369141
2999,2999,0.6017430424690247
3049,3049,1.2989320755004883
3099,3099,0.6255208849906921
3149,3149,1.6571813821792603
3199,3199,1.478124976158142
3249,3249,1.2226459980010986
3299,3299,1.5578471422195435
3349,3349,1.2677414417266846
3399,3399,0.7802224159240723
3449,3449,0.8104133605957031
3499,3499,1.3474727869033813
3549,3549,0.4634090065956116
3599,3599,0.3362904489040375
3649,3649,1.1464236974716187
3699,3699,1.1897029876708984
3749,3749,1.644051194190979
3799,3799,0.7241837978363037
3849,3849,1.1683728694915771
3899,3899,1.0827933549880981
3949,3949,1.0763651132583618
3999,3999,0.3560330271720886
4049,4049,1.3651777505874634
4099,4099,0.4125024676322937
4149,4149,0.358935683965683
4199,4199,1.5636529922485352
4249,4249,0.4415099620819092
4299,4299,0.7004945278167725
4349,4349,0.4639110565185547
4399,4399,1.0515506267547607
4449,4449,2.369011163711548
4499,4499,1.248915672302246
4549,4549,1.04083251953125
4599,4599,0.5790812969207764
4649,4649,1.1204144954681396
4699,4699,0.16538389027118683
4749,4749,0.4115442931652069
4799,4799,0.41407135128974915
4849,4849,1.1896450519561768
4899,4899,0.7881771922111511
4949,4949,0.29058316349983215
4999,4999,0.6002420783042908
5049,5049,1.050950050354004
5099,5099,0.35210978984832764
5149,5149,1.0501877069473267
5199,5199,0.5110216736793518
5249,5249,0.6910452842712402
5299,5299,1.5785398483276367
5349,5349,1.3374701738357544
5399,5399,1.0424200296401978
5449,5449,0.5906041264533997
5499,5499,0.6186938285827637
5549,5549,0.6193405985832214
5599,5599,0.8277558088302612
5649,5649,0.7958523631095886
5699,5699,0.936053991317749
5749,5749,1.2078235149383545
5799,5799,0.3896925747394562
5849,5849,0.9924264550209045
5899,5899,0.6599913835525513
5949,5949,1.0228019952774048
5999,5999,0.19793304800987244
6049,6049,0.6956060528755188
6099,6099,0.8512900471687317
6149,6149,0.4756190776824951
6199,6199,1.5185335874557495
6249,6249,1.108705759048462
6299,6299,0.9804534912109375
6349,6349,1.8823679685592651
6399,6399,1.126638412475586
6449,6449,0.7305535674095154
6499,6499,0.5779933333396912
6549,6549,0.5583362579345703
6599,6599,0.9171061515808105
6649,6649,1.1719449758529663
6699,6699,0.7887172698974609
6749,6749,0.30494165420532227
6799,6799,0.4406222701072693
6849,6849,0.36556708812713623
6899,6899,0.4390126168727875
6949,6949,1.0882154703140259
6999,6999,1.3702044486999512
7049,7049,0.9641793966293335
7099,7099,0.45483583211898804
7149,7149,0.5513488054275513
7199,7199,1.522594690322876
7249,7249,1.043001413345337
7299,7299,0.8395438194274902
7349,7349,1.0830291509628296
7399,7399,0.581257164478302
7449,7449,0.4227741062641144
7499,7499,1.426932692527771
